source,target,weight
UK,throat,1
test,full,2
remind,cervical,1
circumcision,effective,1
discuss,Gardasil,1
check,tweet,1
thousand,life,1
man,show,3
Gardasil,push,1
nation,Nigeria,1
safety,human,1
Douglas,back,1
awareness,study,1
discuss,difference,1
think,HPV,39
Merck,stop,1
teenager,HPV,4
suggest,it,1
cut,cancer,4
Yvette,Wilson,2
develop,genital,1
head,vaccine,1
expert,schedule,1
she,gonorrhea,2
vaccination,scientist,1
vaccine,record,1
rate,real,1
screen,effect,1
guy,cervical,1
mistake,risk,1
treat,program,1
protection,hold,1
I,fact,6
girl,UK,1
cancer,immunisation,1
way,community,1
disease,medicine,1
screen,home,4
wart,news,1
coverage,remain,1
sex,common,2
cancer,stick,1
lady,kid,1
estimate,clinical,1
CDC,estimate,1
answer,question,2
have,ask,4
meet,day,1
campaign,fight,1
health,morning,1
woman,symptom,16
health,trial,1
like,drink,13
clear,time,1
give,ass,1
can,trust,4
effective,have,1
hey,time,1
information,read,2
ago,low,1
tumor,medical,1
office,woman,1
vaccination,Hep,1
late,detection,1
cervical,voice,1
man,watch,1
health,free,2
occur,injury,1
health,STD,1
win,research,1
fact,cause,4
screen,detection,2
sex,HPV,55
dirty,get,5
health,injection,1
wart,male,1
treatment,risk,1
high,list,2
important,HPV,5
deadly,doctor,1
attention,man,1
drop,immunization,1
important,question,1
preventable,HPV,2
cancer,lot,2
tie,early,1
current,boyfriend,1
protection,single,1
public,human,1
world,news,2
brain,tumour,2
MT,rise,2
scare,open,1
HPV,single,1
tv,show,2
information,STD,1
Gardasil,cervical,2
time,guy,2
give,awkward,1
HIV,screen,1
life,January,1
test,blood,3
Cervix,important,2
thought,get,6
clean,Sleep,3
excuse,HPV,1
month,surgery,1
exposure,can,1
afraid,past,1
sign,health,1
low,lesbian,1
topic,have,2
Johnson,doctor,1
herpes,boyfriend,1
woman,research,5
teenager,coverage,2
give,wart,1
relate,disease,2
time,HPV,17
detect,risk,1
book,screen,1
need,avoid,1
live,due,1
business,I,2
let,people,2
I,wake,5
Gardasil,male,3
research,publish,1
MT,doctor,1
result,HPV,3
vax,age,5
want,government,5
woman,smear,22
negative,flu,1
early,curable,2
problem,it,1
run,lady,1
color,condom,2
long,figure,1
know,today,9
Gardasil,doctor,5
have,morning,4
immunization,week,1
smear,primary,1
cancer,NHS,1
bring,woman,1
share,awareness,1
campaign,cervical,1
screen,cover,1
annual,pap,5
risk,tell,1
stop,transmission,1
doctor,stop,1
remember,lesbian,1
require,Gardasil,2
talk,medical,1
cancer,incidence,2
cancer,safe,1
HPV,child,14
public,stop,1
infertility,Gardasil,1
smear,lot,1
wait,cold,1
old,tumor,1
science,control,1
deadly,killer,4
special,month,1
doctor,female,1
dead,video,1
support,breast,1
free,insurance,1
decrease,cervical,1
month,schedule,1
free,prevent,2
Gardasil,trial,3
half,CBS,1
talk,she,7
happen,warts,1
state,stop,1
governor,I,2
regular,cancer,2
run,topic,1
contract,Gardasil,1
health,top,3
religious,girl,3
message,want,1
Michele,HPV,2
small,save,1
bit,period,1
speak,doctor,1
news,link,1
reveal,high,1
contract,college,1
it,cure,4
concern,recent,1
turn,leave,1
annual,state,1
it,number,2
doctor,office,7
question,recommend,1
virus,AIDS,1
website,treat,1
awareness,tomorrow,1
man,expose,1
parenthood,fund,1
cancer,story,13
treatment,diagnose,1
prove,vax,1
hit,Moesha,1
kind,cool,1
fight,science,1
condition,kidney,1
screen,positive,1
spread,skin,3
MT,world,1
day,high,1
sex,pap,2
mum,reveal,1
teenager,video,1
Catholic,home,1
media,health,1
video,prostate,1
worldwide,grow,1
hope,ask,1
wart,virus,4
jab,daughter,1
article,HPV,14
learn,treat,1
HPV,injection,4
lady,friend,1
drug,vaginal,1
shoot,Prevention,1
CDC,vaccination,2
lack,disease,1
vaccine,decline,1
hey,physical,1
topic,news,1
ago,Cervix,2
piece,picture,1
public,cervical,1
Cervarix,chick,1
teenager,consent,1
Moesha,battle,3
lead,cure,1
get,public,5
single,infection,1
case,find,1
female,continue,1
partner,recently,1
Moesha,lose,1
fear,increase,2
hear,shoot,1
fund,heart,1
stop,ignore,1
plan,feel,1
spread,abnormal,1
trust,cervical,1
information,make,2
decide,inform,1
screen,event,1
post,story,1
month,negative,1
watch,hot,1
adult,advice,1
book,smear,5
immunization,make,1
Moesha,fight,2
case,age,1
immunization,public,1
sexual,part,1
parent,kid,1
Latinas,woman,4
preventable,Forbes,1
find,doctor,1
learn,CDC,2
know,huge,1
realize,need,1
immunization,education,1
public,policy,1
dick,rise,1
male,live,1
knowledge,base,1
HPV,lead,19
save,year,3
take,cause,3
battle,life,2
week,big,2
fact,man,1
papillomavirus,call,1
wart,skin,1
make,hear,1
hour,it,2
ban,health,1
key,program,1
program,cancer,1
consent,kill,2
prevent,death,1
scary,answer,1
get,year,41
visit,full,1
experience,visit,1
speak,information,1
develop,country,5
America,lead,1
cancer,home,2
girl,late,1
smoke,care,2
check,check,2
DNA,old,1
have,box,1
life,visit,1
she,like,31
vaccine,male,1
screen,get,1
detect,Cervix,3
Michael,pap,1
Douglas,explain,1
job,job,2
cancer,save,3
today,contagious,1
question,party,1
study,poor,9
cure,prevent,1
die,die,7
sex,increase,4
warts,long,1
cancer,source,2
information,type,1
discussion,woman,1
boy,hour,1
way,I,19
practice,hepatitis,1
offer,female,1
patient,autoimmune,1
body,mind,1
arm,arm,2
wart,control,1
fuck,fuck,51
remember,friend,2
pay,health,1
science,real,1
kill,kill,5
vaccination,young,7
Perry,Perry,2
high,man,6
girl,decrease,1
kind,scared,2
idea,give,1
question,arm,1
british,young,1
stress,smoke,1
expert,speak,1
let,result,1
throat,throat,6
spur,call,1
health,vax,1
oral,smoke,6
open,time,1
tweet,it,2
cell,link,1
immunisation,program,1
cause,take,3
HPV,vax,51
discussion,datum,1
hysterectomy,spread,1
shit,shit,9
rate,mental,1
time,time,1
single,screen,1
receive,full,1
carry,dick,2
approve,screen,1
work,global,1
silent,status,1
preventable,thing,1
important,oral,1
reason,test,2
read,full,1
yall,physical,1
african,vaccination,1
student,sex,1
vax,pregnancy,1
risk,infect,5
monther,monther,2
public,woman,3
hate,hate,15
Cervarix,child,1
HPV,support,4
aware,smear,1
Gardasil,blood,2
record,protect,1
bitch,bitch,11
can,affect,7
final,run,1
prevent,recommend,1
wrong,wrong,10
research,effect,1
prevent,prevent,4
rise,boy,1
female,patient,1
people,cause,8
America,public,1
lot,urge,1
something,early,1
protection,HIV,2
vaccine,ban,1
rise,health,1
DRE,DRE,6
personal,story,1
male,protect,1
year,receive,2
Goody,HPV,1
get,low,3
difference,researcher,1
visit,CDC,1
due,due,4
detection,abnormal,1
positive,Gardasil,2
group,paper,1
head,year,1
India,have,1
like,I,143
mention,Google,1
urge,short,1
refuse,protect,1
silent,Guess,1
smear,hysterectomy,1
think,AIDS,2
part,vaccinate,1
knowledge,medical,1
sex,support,1
recommendation,key,2
report,nation,1
hurt,hurt,8
Gardasil,state,1
month,infect,1
worldwide,common,1
teacher,I,3
price,encourage,1
real,needle,1
cancer,injection,2
high,CNN,1
jab,ago,3
male,immunization,1
year,get,25
reduce,infect,1
link,science,1
woman,get,239
health,American,1
read,symptom,1
rise,throat,2
Obama,social,2
vaccination,learn,1
develop,full,1
change,guideline,1
cancer,diagnosis,2
round,primary,1
dumb,dumb,3
research,male,1
HPV,eat,8
injection,researcher,1
guy,guy,2
know,mention,1
team,stand,1
vaccine,healthcare,3
treatment,woman,1
include,finger,1
disease,disease,2
report,high,1
mine,story,1
medical,woman,2
increase,public,1
flu,news,3
vaccine,spread,5
Abbott,Gardasil,9
kid,kid,1
transmission,blood,1
Wilson,battle,1
routine,schedule,1
education,vaccination,2
Catholic,student,1
hot,Harry,1
free,year,1
Douglas,win,1
ObamaCare,limit,1
handle,look,1
boy,HPV,35
vaccinate,population,1
recent,study,4
detect,study,1
family,cancer,3
increase,increase,1
smear,smell,1
side,side,1
ball,CDC,1
difference,explain,1
anal,head,1
daughter,daughter,1
Abbott,cervical,1
mail,aka,1
stats,effective,1
cell,study,1
party,mention,1
check,time,3
UK,Japan,1
case,case,1
knowledge,virus,1
evidence,protect,1
sex,partner,6
access,woman,1
poor,country,2
vaccine,listen,1
quick,HPV,4
Gardasil,effect,1
screen,information,2
hand,pap,1
tumour,cell,1
story,want,2
case,fall,1
dad,ask,1
something,bear,1
poor,poor,5
cervical,head,1
lose,lose,2
home,make,1
friend,cousin,1
diagnosis,cancer,1
effect,effect,3
study,clear,2
show,big,2
final,question,1
aint,year,1
symptom,video,2
death,final,1
develop,HPV,3
stupid,stupid,6
age,detect,1
harm,baby,1
budget,HPV,1
low,key,1
trust,doctor,2
ass,ass,7
developer,Gardasil,3
coverage,like,1
idiot,plan,1
smoke,tobacco,3
rest,girl,1
sick,sick,7
lady,AIDS,1
card,I,3
get,pregnancy,3
report,report,4
encourage,prevent,1
normal,treatment,1
fact,practice,1
warts,small,1
friend,picture,1
kid,pap,1
issue,news,2
healthcare,raise,1
tweet,regular,1
girl,tomorrow,4
speak,lose,1
fact,fact,2
health,skin,2
sign,sign,1
drop,shoot,1
today,vaccinate,2
tonight,boy,1
vaccine,small,1
vaccine,lie,1
vaccine,aid,1
discuss,immunization,1
aid,fight,1
ready,walk,1
contract,form,1
vaccinate,man,2
due,health,5
lady,age,3
today,blog,1
word,emotional,1
time,retardation,1
deal,offer,1
immunisation,Africa,1
state,social,1
treatment,cervical,2
start,phone,1
battle,battle,1
have,article,2
cell,HPV,3
vaccine,visit,1
offer,include,1
girl,top,1
condom,condom,6
experience,girl,1
needle,needle,1
promiscuity,promote,1
hand,world,1
health,sexual,2
vaccination,continue,1
Google,cunnilingus,1
Merck,Merck,1
Bachmann,Gardasil,10
long,trial,1
victim,read,1
Michael,Michael,1
woman,circumcise,3
free,sign,1
policy,daily,1
side,HPV,3
child,birth,5
Douglas,Douglas,1
I,correct,2
know,relate,1
lady,reason,3
group,key,1
choose,child,1
finally,man,2
give,gay,2
million,infect,11
remember,screen,2
health,FDA,3
tell,STI,1
herpes,gift,1
vaccination,cervical,7
Yvette,Yvette,1
black,parent,1
chance,free,1
study,way,1
standard,test,4
HPV,wart,6
friend,friend,3
act,immunization,1
show,low,1
know,main,1
Wilson,Wilson,1
stay,call,1
issue,issue,4
put,young,2
campaign,boy,1
cause,lead,1
walk,office,1
screen,woman,46
feel,feel,7
treatment,truth,1
STD,free,5
HIV,die,2
sad,sad,3
news,Yvette,1
test,compare,1
MT,vaccination,2
petition,record,1
mammogram,pap,2
problem,problem,2
female,can,2
baby,health,1
website,important,2
detect,develop,1
decrease,risk,2
treat,catch,1
control,rate,1
disease,main,1
book,death,1
real,live,1
stop,ObamaCare,1
worst,worst,1
recommendation,doctor,1
cervical,occur,4
treatment,require,1
infertility,breast,1
sister,reaction,1
develop,develop,2
get,protection,2
daily,complete,1
healthy,Prevention,1
knowledge,woman,3
HIV,transmit,1
fail,fail,2
morning,breast,1
throat,UK,1
medicine,think,1
circumcision,effect,1
push,cervical,1
life,annually,1
life,information,1
relationship,status,1
service,woman,2
vaccination,rate,7
uncomfortable,can,1
list,top,1
vinegar,source,1
retardation,retardation,1
public,immunization,1
save,disease,1
insurance,it,4
mandate,mandate,2
I,today,125
encourage,friend,1
half,ABC,1
screen,show,1
stats,it,1
stop,stop,6
pap,find,3
full,Gardasil,2
half,cervical,2
provide,cervical,1
lead,Gardasil,6
survivor,room,1
health,gay,1
Coochie,have,1
Merck,Michael,1
write,Michael,1
tomorrow,I,15
safe,safe,3
vaccination,teenager,4
get,dirty,3
due,smoke,1
strain,old,1
UK,virus,1
test,home,7
cancer,series,1
hell,hell,3
free,program,2
contract,virus,2
claim,evidence,1
physician,coverage,1
doctor,show,2
active,active,1
government,daughter,2
work,sit,1
people,sex,11
reduce,reduce,1
screen,read,1
breast,risk,1
dental,like,1
start,schedule,1
funny,it,3
have,infect,6
wart,study,1
work,she,4
herpes,something,1
person,adverse,1
sign,deal,1
company,agree,1
smoke,great,1
child,prevent,1
vax,increase,3
read,story,14
world,number,2
Couric,run,1
Couric,schedule,1
month,vaccination,1
I,mammogram,6
period,abnormal,1
affect,sexual,2
series,female,1
find,evidence,1
good,good,2
female,bear,1
school,dose,1
virus,reduce,1
dose,happen,1
save,call,1
Pussy,I,6
meet,today,1
free,write,1
fund,group,1
fact,Friday,1
type,age,1
vaccine,wear,1
ObamaCare,provide,1
awareness,human,1
link,I,2
smear,danger,1
jab,time,2
happen,happen,1
expert,discuss,1
take,test,6
free,service,1
advocate,realize,1
transmit,CDC,1
video,vaccination,2
hey,vaccine,1
I,Friday,4
high,cancer,4
reason,reason,2
behavior,research,1
hot,symptom,1
negative,effect,3
invasive,today,1
evidence,type,1
yesterday,stage,1
cancer,explain,1
put,put,3
smoke,cancer,5
important,Michael,1
trend,month,1
nigga,nigga,10
STD,vaccine,2
focus,primary,1
doctor,recommendation,1
write,word,1
know,I,103
mammogram,mammogram,1
lady,important,3
chance,chance,5
HPV,think,17
reduce,lady,1
skin,disease,2
include,control,1
teenager,CDC,2
vagina,vagina,1
HPV,neck,7
HPV,come,13
increase,health,1
effect,screen,2
birth,give,1
vaccination,vaccine,4
check,stuff,1
symptom,advice,1
work,boy,1
finish,post,1
STI,dat,1
smear,discuss,1
expert,warn,1
fight,doctor,1
get,nasty,9
recent,I,2
HPV,share,1
oral,rate,1
Cervix,change,4
young,common,3
regular,start,1
Coochie,Coochie,1
hour,tell,1
have,matter,1
tell,high,1
teenager,week,1
post,address,1
end,campaign,1
affect,partner,1
HIV,access,1
perform,HPV,3
claim,doctor,2
HPV,crazy,5
promiscuous,promiscuous,1
aka,cervical,1
change,change,2
car,fuck,5
story,adult,1
campaign,help,1
discuss,experience,1
sign,back,1
safe,work,1
real,risk,1
high,American,1
party,health,1
safety,young,3
main,difference,1
hysterectomy,prevent,1
study,Friday,1
offer,gay,1
battle,India,1
result,result,1
simple,woman,4
shoot,diagnose,1
wit,HPV,7
warts,spread,2
time,need,2
guideline,woman,1
risk,circumcision,2
world,world,2
vaccination,STD,2
story,CDC,1
social,service,1
Rick,Rick,1
rate,help,2
debate,price,1
give,baby,2
high,nation,1
vax,time,3
CDC,teenager,2
Texas,plan,1
spread,hospital,1
cervical,access,1
sister,suffer,1
stop,spread,13
strain,strain,1
awareness,HPV,7
start,breast,1
lose,long,1
STD,major,2
push,Catholic,1
can,promote,1
sex,age,6
Prevention,have,1
question,priority,1
smear,mammogram,2
Merck,order,1
child,drug,1
lady,sign,1
Cervarix,Cervarix,1
life,girl,1
injection,cervical,2
day,community,1
physician,researcher,1
news,mammogram,1
vaccine,Obama,1
cancer,hoe,1
claim,reaction,1
herpes,gonorrhea,10
deadly,deadly,2
clinical,immunisation,1
AIDS,AIDS,1
call,gyn,1
wart,kind,1
dangerous,FALSE,1
mental,mental,1
negative,come,2
reduce,oral,1
crazy,it,4
shoot,immune,1
source,cause,1
screen,week,2
world,end,1
forget,forget,1
article,type,1
test,physician,1
information,fall,1
American,early,1
Cervarix,dose,1
beatbox,beatbox,1
allow,consent,1
NHS,test,3
offer,pap,2
exist,drug,1
rate,throat,2
commercial,commercial,3
smear,learn,1
something,flu,1
time,happen,1
suck,suck,4
STI,affect,1
tweet,tweet,1
screen,cervical,5
moment,cervical,1
raise,skin,1
Michele,Michele,1
Couric,comment,1
end,cost,1
treatment,news,1
give,study,2
she,work,5
sore,sore,2
vaccine,death,3
daily,tv,1
learn,interesting,1
year,cousin,4
risk,stage,1
vaccination,promiscuity,6
decline,teenage,1
sadly,sadly,1
school,immunization,1
girl,trend,1
age,start,1
Andell,Andell,1
top,treatment,1
miss,miss,2
rate,group,1
know,picture,1
evidence,help,1
January,doctor,2
Reuters,girl,1
catch,catch,3
start,car,1
Gardasil,benefit,2
sexual,weak,1
indian,vinegar,1
mouth,stage,1
high,today,2
have,cost,2
service,immunization,1
today,I,73
nasty,nasty,1
money,awareness,2
Moesha,Moesha,1
woman,daughter,3
reach,rate,1
tell,sell,1
girl,risk,6
FDA,clear,1
have,scared,6
I,community,2
ask,boy,1
early,smoke,1
painful,painful,3
knowledge,human,1
penis,man,1
kid,give,1
vaxfax,vaccine,1
suggest,she,1
Pharma,promise,1
get,show,4
GOP,GOP,1
require,single,1
detection,HIV,1
woman,slut,1
birth,birth,1
heart,Prevention,1
show,link,1
sperm,test,1
eat,cunt,2
apparently,miss,1
woman,british,1
program,USA,1
show,positive,1
India,report,3
model,vaccination,1
contract,give,2
Republicans,cut,1
warts,human,2
preventable,preventable,1
I,way,15
aware,vaccine,1
friend,pregnant,4
place,survivor,1
have,help,8
young,symptom,3
close,treat,1
cancer,doubt,1
health,fight,2
affect,affect,1
gyn,test,3
find,skin,1
Advaxis,partner,1
concern,cancer,2
STD,abstinence,1
scared,have,3
HPV,change,4
year,free,3
dear,take,1
develop,cervical,6
period,schedule,1
Parkers,Parkers,1
herpes,chlamydium,1
body,body,1
phase,order,1
patient,can,1
kill,test,8
jab,HPV,3
silent,disease,1
scare,scare,1
she,it,70
Johnson,lose,1
screen,note,1
diagnose,diagnose,2
continue,learn,1
start,start,2
young,risk,6
pay,Michael,1
chance,HPV,15
minute,panel,1
hard,make,1
Douglas,link,1
affect,arm,2
survey,HPV,1
appointment,question,2
want,provide,1
dad,help,2
HPV,stick,1
media,statement,1
lucky,get,4
play,cancer,1
read,read,3
injection,HPV,7
control,important,1
wit,dirty,1
decline,wart,1
remember,Bachmann,1
cervical,phase,2
health,price,5
HPV,UK,1
blog,people,1
picture,treat,1
Africa,can,1
month,STD,1
raise,form,1
cry,cry,1
important,study,3
number,girl,2
active,female,1
refuse,refuse,2
treatment,alter,1
protect,vaccination,2
access,datum,1
clean,HPV,5
include,STI,1
insurance,insurance,1
test,vaccinate,3
provide,benefit,1
tonight,dear,1
time,painful,1
protection,vaccine,1
Gardasil,young,11
date,cousin,1
cell,cell,1
let,cause,1
make,save,1
rate,call,1
DNA,effective,3
painful,HPV,3
worry,worry,4
push,coverage,1
hair,free,1
cancer,Nigeria,3
brain,brain,3
vaccine,STD,3
include,free,1
body,pap,1
I,sit,3
priority,world,1
primary,test,2
infection,HIV,2
battle,Andell,1
tweet,vote,1
decline,old,1
vaccine,teenage,2
medical,advice,2
disease,researcher,1
invasive,report,1
phone,listen,1
cause,man,21
Guess,stage,1
control,control,1
government,withdraw,1
aint,remember,1
STD,big,1
death,country,1
give,child,7
choice,smear,1
prostate,surgery,1
turn,turn,2
infection,raise,2
recommendation,public,1
NHS,man,1
suggest,study,1
type,cover,1
time,ask,2
governor,breast,1
late,get,6
conversation,datum,1
sister,sister,1
health,give,2
poor,HPV,25
Latinas,immigrant,1
Gardasil,virus,3
have,team,1
hope,hope,1
report,cancer,10
remove,abnormal,1
female,rate,1
sex,deal,2
age,public,1
hoe,hoe,1
country,increase,1
think,prevent,1
aid,raise,1
anymore,Romney,1
patient,compare,1
day,mum,1
year,datum,1
contract,contract,2
annual,stand,1
carry,free,3
increase,lady,1
early,executive,1
woman,wake,1
occur,young,1
result,pap,1
share,encourage,1
drop,teenager,2
drug,drug,3
write,article,1
CBS,vaccine,3
mail,prevent,1
it,ago,9
campaign,come,1
study,breast,2
infection,head,1
decrease,throat,1
dumb,tell,1
cancer,great,1
doubt,cause,2
lie,lie,3
run,cervical,1
wart,oral,1
can,issue,4
doctor,remind,1
test,vinegar,3
cost,problem,1
reaction,healthy,1
woman,religious,1
blog,test,1
school,target,1
world,benefit,1
vaccination,month,1
case,prevent,1
article,article,1
difference,gonorrhea,1
promiscuous,sex,2
game,start,1
clear,clear,2
stop,anal,1
health,rise,1
change,gynecologist,1
tell,Prevention,1
make,free,2
offer,offer,1
put,Sleep,3
apparently,cervical,1
blog,write,1
I,people,66
throw,FALSE,1
break,break,1
wake,vaccine,1
joke,joke,1
girl,awareness,2
girl,give,3
program,boy,1
disease,American,1
AIDS,HPV,30
visit,cervical,1
promote,find,1
smear,plan,1
health,awareness,4
health,include,1
part,Prevention,1
cause,I,34
lead,brain,1
know,team,2
short,clear,1
CDC,girl,9
news,pap,1
start,HPV,4
arm,jab,22
form,virus,1
cancer,dangerous,3
food,top,1
song,call,1
medical,healthy,1
report,government,1
have,pap,16
choose,fund,1
promote,promote,2
risk,box,1
abortion,abortion,1
cancer,CNN,1
